Vehicle No,Vehicle Name  ,Company  ,Latitude,Longitude,Gps,Branch,Vehicletype,Gpsactualtime,Datetime,Status,Devicemodel,Speed,Imeino,Odometer,Poi,Immobilize State  ,Ign,Driver First Name,Angle,Sos,Externalvolt,Driver Last Name,Power,Location
MH48AY240 Z8,--,SWM,19.4022083,72.859365,ON,A,Compactor,21-10-2024 09:50:49,21-10-2024 09:50:50,IDLE,FMB920,0,352016706553864,5930272,--,--,ON,--,170,--,27.54,--,ON,"KGN Rukaya Shop, Golani Naka, Vasai East, Rajavali, Maharashtra (SE)"
Mh43E2233 Z18,--,RTSVVMC,19.3456266,72.7978399,ON,I,Forklift,21-10-2024 09:50:56,21-10-2024 09:50:57,RUNNING,FMB920,7,352016706570389,10364670,--,--,ON,--,186,--,13.45,--,ON,"Nadbramba Complex, Padrikhan Wadi, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48Y238,--,SWM,19.4115766,72.8252516,ON,D,Compactor,21-10-2024 09:50:59,21-10-2024 09:51:00,RUNNING,FMB920,0,352016706611639,5040218,1.99 km from Rehan Medical,--,ON,--,168,--,27.26,--,ON,"Festival Complex Cooperative Housing Society, Achole Rd, Neminath Nagar, Moregaon Talao, Ambawadi, Nalasopara East, Nala Sopara, Maharashtra (NE)"
MH48C0049,--,RTSVVMC,19.4038216,72.8599083,ON,A,Forklift,21-10-2024 09:50:14,21-10-2024 09:50:15,RUNNING,FMB920,0,352016706553898,7038490,--,--,ON,--,193,--,28.3,--,ON,"Nidhi Industrial Complex, Sativali Rd, 16, Sativali Rd, Phase 2, Golani Naka, Vasai East, sativli, Maharashtra (SW)"
MH48C0080,--,SWM,19.4498249,72.8051033,ON,A,Forklift,21-10-2024 09:51:00,21-10-2024 09:51:01,STOP,FMB920,0,352016706554029,4916690,2.49 km from Raj palace masjid,--,OFF,--,185,--,13.13,--,ON,"Abhuday Maternity Home, 1 Prerna Building, Octroi Naka, Kamanwala Nagar, Virat Nagar, Virar West, Virar, Maharashtra (NW)"
MH04CB0116,--,SWM,19.445715,72.8848766,ON,F,Forklift,21-10-2024 09:51:00,21-10-2024 09:51:00,RUNNING,FMB920,0,352016709171151,7892689,--,--,ON,--,339,--,14.16,--,ON,"Bilal Sunni Masjid And Madrasa, Pelhar, Maharashtra (SE)"
MH48C371,--,RTSVVMC,19.45014,72.8067883,ON,RTSVVMC,CamperVan,21-10-2024 09:51:01,21-10-2024 09:51:01,IDLE,FMB920,0,352016709171623,3276668,"1.21 km from GAGANGIRI COMP(RANPADA), BOLINJ, VIRAR (W)",--,ON,--,159,--,13.99,--,ON,"Ayappa Temple Virar West, Virar,, Kamanwala Nagar, Virat Nagar, Virar West, Virar, Maharashtra (NW)"
MH48J0760,--,SWM,19.3845966,72.83365,ON,A,Crane,21-10-2024 09:50:58,21-10-2024 09:50:58,STOP,FMB920,0,352016706670924,4491592,--,--,OFF,--,134,--,12.23,--,ON,"Chrome Ro System, Shop No 19, Tirupati Trade Center Navghar Vasai Station Rd, Navghar Rd, Navghar Road, Samarth Krupa Nagar, Vasai East, Navghar-Manikpur, Maharashtra (SE)"
MH48C0054,--,SWM,19.4365366,72.8652266,ON,F,Compactor,21-10-2024 09:50:52,21-10-2024 09:50:52,IDLE,FMB920,0,352016706301926,3986106,--,--,ON,--,159,--,28.51,--,ON,"Pelhar Rd, Wakanpada, Nalasopara East, Dhaniv, Maharashtra (SW)"
mh48cb0119 Z18,--,SWM,19.3323383,72.803455,ON,I,Compactor,21-10-2024 09:50:12,21-10-2024 09:50:12,IDLE,FMB920,0,352016708222237,11022495,--,--,ON,--,181,--,13.51,--,ON,"JIVDANI MATIMAND SCHOOL, Pachu Bandar Rd, Police Colony, Vasai West, Vasai-Virar, Maharashtra (NW)"
MH48C0287,--,SWM,19.4598133,72.7682016,ON,A,Crane,21-10-2024 09:50:56,21-10-2024 09:50:56,RUNNING,FMB920,14,352016707298055,7289776,--,--,ON,--,157,--,16.38,--,ON,"Dhobi Talav, Kolhapurwadi, Agashi, Virar West, Virar, Maharashtra (NE)"
5755120532307,--,RTSVVMC,19.4052466,72.8316283,ON,RTSVVMC,CamperVan,21-10-2024 09:50:53,21-10-2024 09:50:53,IDLE,FMB920,0,352016708224043,5501567,--,--,ON,--,237,--,27.79,--,ON,"Shri. N.K.D. Charitable Trusts Nalasopara Ayurved College, Serve No 112, Medical College Road, Achole, Nalasopara, Vasai, Agrawal Nagri, Vasant Nagari, Vasai East, Thane, Maharashtra (SE)"
MH48G1510 Z5,--,SWM,19.4501883,72.8233233,ON,D,Crane,21-10-2024 09:50:57,21-10-2024 09:50:58,RUNNING,FMB920,14,352016706464906,2823377,2.13 km from Raj palace masjid,--,ON,--,176,--,14.22,--,ON,"Surya Kirana Store, Shop Number 1 Panduranga Smirti, Nilgiri Tower Road, Manvelpada Rd, Ekvira Darshan, Virar East, Virar, Maharashtra (NE)"
MH48BM9475,--,MEDICAL DEPT,19.3318283,72.8028099,ON,I,CamperVan,21-10-2024 09:48:46,21-10-2024 09:48:46,IDLE,FMB920,0,352592571522754,15371999,--,--,ON,--,246,--,14.38,--,ON,"JIVDANI MATIMAND SCHOOL, Pachu Bandar Rd, Police Colony, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48BM7152,--,MEDICAL DEPT,19.43202,72.8235983,ON,B,CamperVan,21-10-2024 09:48:51,21-10-2024 09:48:52,RUNNING,FMB920,6,352592572818748,3180654,--,--,ON,--,196,--,14.19,--,ON,"Sagar Sweet And Farsan Mart,, Pramod Nagar, Damodar Nagar, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48BM7148,--,MEDICAL DEPT,19.4313866,72.8498233,ON,F,CamperVan,21-10-2024 09:48:56,21-10-2024 09:48:57,RUNNING,FMB920,19,352016708028220,3410507,--,--,ON,--,229,--,14.39,--,ON,"Pelhar Rd, Manevale pada, Nalasopara East, Bilalpada, Maharashtra (SW)"
MH48BM7003,--,MEDICAL DEPT,19.4468966,72.876865,ON,F,CamperVan,21-10-2024 09:49:01,21-10-2024 09:49:01,RUNNING,FMB920,19,352592572741387,4707265,--,--,ON,--,319,--,14.47,--,ON,"BP, Wakanpada, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48BM7001,--,MEDICAL DEPT,19.3563916,72.8581116,ON,G,CamperVan,21-10-2024 09:48:57,21-10-2024 09:48:58,RUNNING,FMB920,36,352016708084397,4836932,--,--,ON,--,226,--,14.58,--,ON,"Navkar commercial complex, Naigaon East, Sarjamori, Maharashtra (SE)"
MH48BM7143,--,MEDICAL DEPT,19.4730866,72.80417,ON,A,CamperVan,21-10-2024 09:48:57,21-10-2024 09:48:58,RUNNING,FMB920,0,352592571520576,3553289,--,--,ON,--,198,--,14.1,--,ON,"Milan Cafe, Shop no.13, I-2, Global City,, Virar West,, Evershine Globle City, Dongarpada, Rustomjee Global City, Virar West, Palghar, Maharashtra (SE)"
MH48AY2399,--,FIRE DEPT,19.4551933,72.8303549,ON,C,CamperVan,21-10-2024 09:48:24,21-10-2024 09:48:25,STOP,FMB920,0,352016709169031,692332,--,--,OFF,--,250,--,12.73,--,ON,"Sri Sai Shantidham,Sai Baba Mandir, Vikas Nagari, Virar East, Virar, Maharashtra (NE)"
MH48CB0230 Z18,--,SWM,19.33812,72.8057583,ON,A,Truck,21-10-2024 09:48:59,21-10-2024 09:49:00,IDLE,FMB920,0,352016706593290,5447884,--,--,ON,--,260,--,14.59,--,ON,"Laxmi Narayan Mandir, bhanda Ali, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SE)"
MH48CB0227,--,SWM,19.4159083,72.8531883,ON,F,Crane,21-10-2024 09:48:57,21-10-2024 09:48:58,STOP,FMB920,0,352016706666245,7079290,--,--,OFF,--,242,--,13.09,--,ON,"State Bank of India, Gavraipada Rd, Gaonraipada, Golani Naka, Vasai East, Vasai-Virar, Maharashtra (NE)"
MH48CB1389,--,SWM,19.4581933,72.8189016,ON,C,CamperVan,21-10-2024 09:48:48,21-10-2024 09:48:49,RUNNING,FMB920,11,352016706569324,3452959,--,--,ON,--,270,--,13.77,--,ON,"Hotel Snehadeep, Jivdani Rd, Virar East, Virar, Maharashtra (SW)"
MH48C0082,--,SWM,19.4354316,72.7829183,ON,A,Forklift,21-10-2024 09:49:01,21-10-2024 09:49:02,STOP,FMB920,0,352016706664679,7607075,--,--,OFF,--,104,--,13.17,--,ON,"St. Joseph High School and Junior College, Torbhat, Nandakhal, Virar West, Virar, Maharashtra (SW)"
MH04BU1719 Z10,--,SWM,19.4054266,72.78109,ON,E,Crane,21-10-2024 09:48:14,21-10-2024 09:48:15,STOP,FMB920,0,352016706609393,11870742,--,--,OFF,--,186,--,12.77,--,ON,"Jivan Vikas Nagri Sahakari Pathpedi, Wagholi, Nalasopara West, Navale, Maharashtra (SE)"
MH49C0292,--,SWM,19.4636616,72.8494266,ON,C,Forklift,21-10-2024 09:48:54,21-10-2024 09:48:54,STOP,FMB920,5,352016706551041,1253645,--,--,OFF,--,134,--,13.18,--,ON,"ISKCON VIRAR and GAUSHALA: Shri Shri Radha Brajsundarji Temple, Virar East., Virar Kaner Road, Hare Krsna Land, Bhatpada, Virar East, Virar, Maharashtra (SE)"
MH48J0206,--,SWM,19.4167833,72.8193383,ON,D,Compactor,21-10-2024 09:48:53,21-10-2024 09:48:54,RUNNING,FMB920,0,352016706543303,610375,1.63 km from Rehan Medical,--,ON,--,142,--,14.1,--,ON,"Arihant Shopping Centre, Nalasopara Station Road, Moregaon Talao, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48J0749,--,SWM,19.4358733,72.8181333,ON,B,Forklift,21-10-2024 09:48:53,21-10-2024 09:48:54,IDLE,FMB920,0,352016706610110,6997758,0.49 km from Raj palace masjid,--,ON,--,162,--,13.85,--,ON,"A/203 SHASHIPRABHA COLONY, NR. THAKUR VIDYALAY, A/203 SHASHIPRABHA COLONY, NR. THAKUR VIDYALAY, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48AY372 Z15,--,SWM,19.4109266,72.8793233,ON,G,Compactor,21-10-2024 09:48:59,21-10-2024 09:49:00,IDLE,FMB920,0,352016706609963,3965463,--,--,ON,--,287,--,27.49,--,ON,"Tungareshwar Temple Gate, Tungareshwar Rd, Golani Naka, Vasai East, sativli, Maharashtra (NW)"
MH02CE8389,--,RTSVVMC,19.3933833,72.7895366,ON,RTSVVMC,CamperVan,21-10-2024 09:48:54,21-10-2024 09:48:55,IDLE,FMB920,0,352016706570223,6931508,--,--,ON,--,206,--,13.4,--,ON,"Sun City Line, Bhuigaon, Nalasopara West, Nala Sopara, Maharashtra (SE)"
MH48G0599,--,SWM,19.4716883,72.8189566,ON,C,Forklift,21-10-2024 09:48:56,21-10-2024 09:48:56,RUNNING,FMB920,6,352016706554102,5169260,--,--,ON,--,151,--,14.02,--,ON,"Madina Masjid, Veer Savarkar Marg, Sai Nath Nagar, Virar East, Virar, Maharashtra (NW)"
MH04FJ7470,--,SWM,19.3812133,72.8211716,ON,H,Crane,21-10-2024 09:49:01,21-10-2024 09:49:02,RUNNING,FMB920,8,352016706590544,6969219,--,--,ON,--,94,--,27.75,--,ON,"Agri Tadka, Opp Jivdanikrupa Auto works, nr St Peter College, Dongri road, Diwanman, Vasai Road West, Diwanman, Navghar, Vasai West, Vasai-Virar, Maharashtra (NW)"
MH48AY245 Z17,--,SWM,19.3801733,72.81598,ON,H,Compactor,21-10-2024 09:48:58,21-10-2024 09:48:59,RUNNING,FMB920,0,352016706590460,7277535,--,--,ON,--,61,--,27.43,--,ON,"PARIBHRAMAN of Indian Soil, Chulna Rd, Chulne, Vasai West, Vasai (w), Maharashtra (NW)"
MH04BU7735,--,SWM,19.4324133,72.8107266,ON,E,Crane,21-10-2024 09:48:59,21-10-2024 09:48:59,STOP,FMB920,0,352016706543139,8578741,0.85 km from Raj palace masjid,--,OFF,--,0,--,12.84,--,ON,"Shiv Shakti Paratha Centre and Bhojanalay, Shop Number 14 Sai Heights , Near Yashwant Gaurav Complex, Nalasopara West, Nala Sopara, Maharashtra (NE)"
MH48G0588,--,SWM,19.4535766,72.8096049,ON,A,Crane,21-10-2024 09:49:00,21-10-2024 09:49:00,RUNNING,FMB920,8,352016706543386,4798786,--,--,ON,--,8,--,13.82,--,ON,"DCB Bank, Shree Pant Samarth Building, OPP. Vithal Mandir, Raja Chatrapati Shivaji Marg, Virar West, Palghar, Gaothan, Virar East, Virar, Maharashtra (NW)"
MH04BU9930,--,RTSVVMC,19.4122833,72.8139366,ON,RTSVVMC,CamperVan,21-10-2024 09:48:53,21-10-2024 09:48:54,RUNNING,FMB920,0,352016706590379,1274027,1.94 km from Kolkata Hotel,--,ON,--,12,--,27.71,--,ON,"Mobile, Hanuman Nagar, Lakshmiben Chedda Nagar, Nalasopara West, Nala Sopara, Maharashtra (SW)"
MH04BU7734,--,SWM,19.4025,72.8594783,ON,D,Forklift,21-10-2024 09:49:01,21-10-2024 09:49:02,STOP,FMB920,12,352016706554052,4544181,--,--,OFF,--,211,--,12.5,--,ON,"Nidhi Industrial Complex, Sativali Rd, 16, Sativali Rd, Phase 2, Golani Naka, Vasai East, sativli, Maharashtra (SW)"
MH48CB0218,--,SWM,19.4705183,72.8094933,ON,A,Forklift,21-10-2024 09:48:57,21-10-2024 09:48:58,RUNNING,FMB920,16,352016706554037,7576956,--,--,ON,--,192,--,14.18,--,ON,"Narangi Bypass Rd, Evershine Globle City, Dongarpada, Rustomjee Global City, Virar West, Virar, Maharashtra (SW)"
MH04CU3366 Z15,--,SWM,19.407195,72.8687699,ON,G,Crane,21-10-2024 09:48:58,21-10-2024 09:48:59,STOP,FMB920,6,352016706590585,4699724,--,--,OFF,--,348,--,12.82,--,ON,"Pydhonie, Golani Naka, Vasai East, sativli, Maharashtra (SW)"
Mh04CG6399 Z18,--,SWM,19.3456566,72.8148466,ON,I,Crane,21-10-2024 09:48:54,21-10-2024 09:48:55,IDLE,FMB920,0,352016706590445,10454252,--,--,ON,--,209,--,13.77,--,ON,"Church View Apartment, Satma Devi, Dandoli, Vasai West, Mulgaon, Maharashtra (NW)"
5755120532380,--,RTSVVMC,19.4493816,72.803875,ON,RTSVVMC,CamperVan,21-10-2024 09:48:56,21-10-2024 09:48:57,STOP,FMB920,0,352016706554110,8952527,"0.9 km from GAGANGIRI COMP(RANPADA), BOLINJ, VIRAR (W)",--,OFF,--,245,--,13.05,--,ON,"Kalpataru Hospital, 101, first floor, Ashoka Shopping Centre , near jakat naka signalll, Kamanwala Nagar, Gokul Twp, Virar West, Virar, Maharashtra (NE)"
MH48AY240 Z8,--,SWM,19.4025566,72.8593883,ON,A,Compactor,21-10-2024 09:48:59,21-10-2024 09:49:00,IDLE,FMB920,0,352016706553864,5930233,--,--,ON,--,197,--,27.56,--,ON,"Nidhi Industrial Complex, Sativali Rd, 16, Sativali Rd, Phase 2, Golani Naka, Vasai East, sativli, Maharashtra (SW)"
Mh43E2233 Z18,--,RTSVVMC,19.34529,72.7980666,ON,I,Forklift,21-10-2024 09:48:52,21-10-2024 09:48:53,RUNNING,FMB920,13,352016706570389,10364320,--,--,ON,--,185,--,14.5,--,ON,"Shri Vithal Rakhumai Mandir, Bhaskar Patil Marg, Palmar Wadi, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48Y238,--,SWM,19.4121133,72.8252966,ON,D,Compactor,21-10-2024 09:49:00,21-10-2024 09:49:01,RUNNING,FMB920,0,352016706611639,5040132,1.93 km from Rehan Medical,--,ON,--,69,--,27.2,--,ON,"SPICE FAMILY CHINESE RESTAURANT, shop no 2 , Kailas darsan 2, alkapuri, Shiv Chaya Chawl, Yashvant Viva Twp, Nalasopara East, Nallasopara east, Maharashtra (SE)"
MH48AY0235,--,RTSVVMC,19.469285,72.8018966,ON,RTSVVMC,CamperVan,21-10-2024 09:48:44,21-10-2024 09:48:44,RUNNING,FMB920,4,352016706671567,18347352,--,--,ON,--,329,--,27.48,--,ON,"FRESH CATCH, GLOBLE CITY, Virar West, Virar, Maharashtra (SE)"
MH04CB0116,--,SWM,19.4456233,72.8849083,ON,F,Forklift,21-10-2024 09:48:59,21-10-2024 09:49:00,IDLE,FMB920,0,352016709171151,7892689,--,--,ON,--,352,--,14.15,--,ON,"Bilal Sunni Masjid And Madrasa, Pelhar, Maharashtra (SE)"
MH48C371,--,RTSVVMC,19.45014,72.8067883,ON,RTSVVMC,CamperVan,21-10-2024 09:49:00,21-10-2024 09:49:01,STOP,FMB920,0,352016709171623,3276668,"1.21 km from GAGANGIRI COMP(RANPADA), BOLINJ, VIRAR (W)",--,OFF,--,159,--,12.97,--,ON,"Ayappa Temple Virar West, Virar,, Kamanwala Nagar, Virat Nagar, Virar West, Virar, Maharashtra (NW)"
MH48J0760,--,SWM,19.3849766,72.8335966,ON,A,Crane,21-10-2024 09:48:57,21-10-2024 09:48:57,STOP,FMB920,0,352016706670924,4491592,--,--,OFF,--,160,--,12.22,--,ON,"Chrome Ro System, Shop No 19, Tirupati Trade Center Navghar Vasai Station Rd, Navghar Rd, Navghar Road, Samarth Krupa Nagar, Vasai East, Navghar-Manikpur, Maharashtra (SE)"
MH48C0054,--,SWM,19.4365366,72.8652266,ON,F,Compactor,21-10-2024 09:48:52,21-10-2024 09:48:53,IDLE,FMB920,0,352016706301926,3986106,--,--,ON,--,159,--,28.49,--,ON,"Pelhar Rd, Wakanpada, Nalasopara East, Dhaniv, Maharashtra (SW)"
mh48cb0119 Z18,--,SWM,19.3323383,72.803455,ON,I,Compactor,21-10-2024 09:48:57,21-10-2024 09:48:58,IDLE,FMB920,0,352016708222237,11022495,--,--,ON,--,181,--,13.86,--,ON,"JIVDANI MATIMAND SCHOOL, Pachu Bandar Rd, Police Colony, Vasai West, Vasai-Virar, Maharashtra (NW)"
MH48C0287,--,SWM,19.4609733,72.7679716,ON,A,Crane,21-10-2024 09:48:57,21-10-2024 09:48:58,RUNNING,FMB920,7,352016707298055,7289643,--,--,ON,--,181,--,15.97,--,ON,"Dhobi Talav, Kolhapurwadi, Agashi, Virar West, Virar, Maharashtra (NE)"
5755120532307,--,RTSVVMC,19.4052683,72.8315316,ON,RTSVVMC,CamperVan,21-10-2024 09:48:56,21-10-2024 09:48:57,IDLE,FMB920,0,352016708224043,5501551,--,--,ON,--,22,--,27.78,--,ON,"Shri. N.K.D. Charitable Trusts Nalasopara Ayurved College, Serve No 112, Medical College Road, Achole, Nalasopara, Vasai, Agrawal Nagri, Vasant Nagari, Vasai East, Thane, Maharashtra (SE)"
MH48BM9475,--,MEDICAL DEPT,19.3318283,72.8028099,ON,I,CamperVan,21-10-2024 09:47:55,21-10-2024 09:47:56,IDLE,FMB920,0,352592571522754,15371999,--,--,ON,--,246,--,14.36,--,ON,"JIVDANI MATIMAND SCHOOL, Pachu Bandar Rd, Police Colony, Vasai West, Vasai-Virar, Maharashtra (SW)"
MH48C367,--,MEDICAL DEPT,19.3427083,72.80497,ON,I,CamperVan,21-10-2024 09:47:12,21-10-2024 09:47:13,STOP,FMB920,0,352016708083563,5764439,--,--,OFF,--,292,--,12.54,--,ON,"Hotel Sanman, Zenda Bazaar Road, Parnaka, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SE)"
MH48BM7152,--,MEDICAL DEPT,19.4338466,72.8229133,ON,B,CamperVan,21-10-2024 09:47:56,21-10-2024 09:47:57,RUNNING,FMB920,17,352592572818748,3180422,--,--,ON,--,135,--,14.33,--,ON,"Moreshwar Vidyalaya, Moregaon Rd, Moregaon, Vijay Nagar, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48BM7148,--,MEDICAL DEPT,19.4315249,72.85002,ON,F,CamperVan,21-10-2024 09:48:01,21-10-2024 09:48:02,RUNNING,FMB920,9,352016708028220,3410459,--,--,ON,--,199,--,14.27,--,ON,"Pelhar Rd, Manevale pada, Nalasopara East, Bilalpada, Maharashtra (NE)"
MH48BM7003,--,MEDICAL DEPT,19.4455383,72.8796483,ON,F,CamperVan,21-10-2024 09:47:59,21-10-2024 09:48:00,RUNNING,FMB920,10,352592572741387,4706925,--,--,ON,--,304,--,14.46,--,ON,"BP, Wakanpada, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48BM7001,--,MEDICAL DEPT,19.3578616,72.86319,ON,G,CamperVan,21-10-2024 09:47:59,21-10-2024 09:48:00,RUNNING,FMB920,22,352016708084397,4836351,--,--,ON,--,243,--,14.54,--,ON,"OYO 11747 Hotel Sai Comforts, Laxmi Plaza, Beside Reliable Garden Complex, Juhuchandra, Naigaon East, Mumbai, Maharashtra (NW)"
MH48BM6897,--,RTSVVMC,19.3423383,72.8055833,ON,RTSVVMC,CamperVan,21-10-2024 09:47:23,21-10-2024 09:47:24,STOP,FMB920,0,352592571470525,8293813,--,--,OFF,--,105,--,12.77,--,ON,"DM Petit Muncipal Hospital, Zenda Bazaar Rd, Parnaka, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SE)"
MH48BM7143,--,MEDICAL DEPT,19.4736566,72.8043683,ON,A,CamperVan,21-10-2024 09:48:01,21-10-2024 09:48:02,RUNNING,FMB920,19,352592571520576,3553243,--,--,ON,--,254,--,14.13,--,ON,"Arainas Annapoorna, Rustomjee Globalcity, Avenue-H, Bldg No-9, Shop No 33 -35, Evershine Globle City, Dongarpada, Rustomjee Global City, Virar West, Virar, Maharashtra (SW)"
MH48AY2399,--,FIRE DEPT,19.4552883,72.8304516,ON,C,CamperVan,21-10-2024 09:48:01,21-10-2024 09:48:01,STOP,FMB920,0,352016709169031,692332,--,--,OFF,--,157,--,12.76,--,ON,"Sri Sai Shantidham,Sai Baba Mandir, Vikas Nagari, Virar East, Virar, Maharashtra (NE)"
MH48CB0230 Z18,--,SWM,19.33812,72.8057583,ON,A,Truck,21-10-2024 09:47:59,21-10-2024 09:48:00,IDLE,FMB920,0,352016706593290,5447884,--,--,ON,--,260,--,14.61,--,ON,"Laxmi Narayan Mandir, bhanda Ali, Koliwada, Vasai West, Vasai-Virar, Maharashtra (SE)"
MH48CC1459,--,RTSVVMC,19.38129,72.8979366,ON,RTSVVMC,Forklift,21-10-2024 09:47:59,21-10-2024 09:48:00,IDLE,FMB920,0,352016707284550,5009808,--,--,ON,--,170,--,13.61,--,ON,"Gnyanodaya High School and Junior College of Arts Science and Commerce, Chinchoti Rd, Kolhi, Maharashtra (SW)"
MH48CB0227,--,SWM,19.4159083,72.8531883,ON,F,Crane,21-10-2024 09:47:57,21-10-2024 09:47:58,STOP,FMB920,0,352016706666245,7079290,--,--,OFF,--,242,--,13.06,--,ON,"State Bank of India, Gavraipada Rd, Gaonraipada, Golani Naka, Vasai East, Vasai-Virar, Maharashtra (NE)"
MH48CB1389,--,SWM,19.4594633,72.8193166,ON,C,CamperVan,21-10-2024 09:48:00,21-10-2024 09:48:01,RUNNING,FMB920,11,352016706569324,3452776,--,--,ON,--,274,--,13.82,--,ON,"Hotel Snehadeep, Jivdani Rd, Virar East, Virar, Maharashtra (NE)"
MH04FP2135,--,RTSVVMC,19.4493633,72.7981683,ON,RTSVVMC,CamperVan,21-10-2024 09:47:07,21-10-2024 09:47:08,RUNNING,FMB920,0,352016706609377,7079776,"0.3 km from GAGANGIRI COMP(RANPADA), BOLINJ, VIRAR (W)",--,ON,--,192,--,26.95,--,ON,"Hotel Saideep Family Restaurant And Bar, Viva Vedganga Complex, Ground Floor, Gokul Township, Gokul Twp, Virar West, Maharashtra (NE)"
MH48C0082,--,SWM,19.4354433,72.78258,ON,A,Forklift,21-10-2024 09:48:00,21-10-2024 09:48:01,RUNNING,FMB920,0,352016706664679,7607038,--,--,ON,--,67,--,13.69,--,ON,"St. Joseph High School and Junior College, Torbhat, Nandakhal, Virar West, Virar, Maharashtra (SW)"
MH04BU1719 Z10,--,SWM,19.4054433,72.7810283,ON,E,Crane,21-10-2024 09:47:59,21-10-2024 09:48:00,STOP,FMB920,0,352016706609393,11870742,--,--,OFF,--,259,--,12.81,--,ON,"Jivan Vikas Nagri Sahakari Pathpedi, Wagholi, Nalasopara West, Navale, Maharashtra (SE)"
MH49C0292,--,SWM,19.463635,72.8493483,ON,C,Forklift,21-10-2024 09:47:58,21-10-2024 09:47:59,RUNNING,FMB920,0,352016706551041,1253632,--,--,ON,--,24,--,13.74,--,ON,"ISKCON VIRAR and GAUSHALA: Shri Shri Radha Brajsundarji Temple, Virar East., Virar Kaner Road, Hare Krsna Land, Bhatpada, Virar East, Virar, Maharashtra (SE)"
MH28D3300 Z12,--,SWM,19.403185,72.8593866,ON,F,Forklift,21-10-2024 09:47:57,21-10-2024 09:47:58,IDLE,FMB920,0,352016706590817,5626220,--,--,ON,--,197,--,14.13,--,ON,"Nidhi Industrial Complex, Sativali Rd, 16, Sativali Rd, Phase 2, Golani Naka, Vasai East, sativli, Maharashtra (SW)"
MH48J0206,--,SWM,19.4174066,72.8191466,ON,D,Compactor,21-10-2024 09:47:53,21-10-2024 09:47:54,RUNNING,FMB920,6,352016706543303,610299,1.58 km from Raj palace masjid,--,ON,--,212,--,14.07,--,ON,"Radhe Krishna Bhojnalaya, Shop No. 50 , Shree Radhe Krishna Bhojnalaya Arihant Shopping Centre , Station Road , In Front Of Platform No. 4, Nalasopara - Vasai Link Rd, Moregaon Talao, Nalasopara East, Nala Sopara, Maharashtra (SW)"
MH48J0749,--,SWM,19.4358733,72.8181333,ON,B,Forklift,21-10-2024 09:47:52,21-10-2024 09:47:53,RUNNING,FMB920,0,352016706610110,6997758,0.49 km from Raj palace masjid,--,ON,--,162,--,15.31,--,ON,"A/203 SHASHIPRABHA COLONY, NR. THAKUR VIDYALAY, A/203 SHASHIPRABHA COLONY, NR. THAKUR VIDYALAY, Oswal Nagari, Nalasopara East, Nala Sopara, Maharashtra (NW)"
MH48AY372 Z15,--,SWM,19.4109266,72.8793233,ON,G,Compactor,21-10-2024 09:47:55,21-10-2024 09:47:56,IDLE,FMB920,0,352016706609963,3965463,--,--,ON,--,287,--,27.51,--,ON,"Tungareshwar Temple Gate, Tungareshwar Rd, Golani Naka, Vasai East, sativli, Maharashtra (NW)"
MH02CE8389,--,RTSVVMC,19.3933833,72.7895366,ON,RTSVVMC,CamperVan,21-10-2024 09:47:55,21-10-2024 09:47:56,IDLE,FMB920,0,352016706570223,6931508,--,--,ON,--,206,--,14.25,--,ON,"Sun City Line, Bhuigaon, Nalasopara West, Nala Sopara, Maharashtra (SE)"
MH48G0599,--,SWM,19.4721116,72.818875,ON,C,Forklift,21-10-2024 09:48:01,21-10-2024 09:48:02,RUNNING,FMB920,6,352016706554102,5169197,--,--,ON,--,180,--,14.09,--,ON,"Madina Masjid, Veer Savarkar Marg, Sai Nath Nagar, Virar East, Virar, Maharashtra (NW)"
5755120532361,--,RTSVVMC,19.47082,72.8188733,ON,RTSVVMC,CamperVan,21-10-2024 09:47:58,21-10-2024 09:47:59,IDLE,FMB920,0,352016706590619,14160316,--,--,ON,--,285,--,26.51,--,ON,"Indian Oil Petrol Pump, Veer Savarkar Marg, Virar East, Virar, Maharashtra (SE)"
MH48AY245 Z17,--,SWM,19.380115,72.8158316,ON,H,Compactor,21-10-2024 09:47:55,21-10-2024 09:47:56,RUNNING,FMB920,0,352016706590460,7277518,--,--,ON,--,255,--,27.43,--,ON,"PARIBHRAMAN of Indian Soil, Chulna Rd, Chulne, Vasai West, Vasai (w), Maharashtra (NW)"
MH48G0588,--,SWM,19.4530833,72.8090049,ON,A,Crane,21-10-2024 09:47:56,21-10-2024 09:47:57,RUNNING,FMB920,6,352016706543386,4798700,--,--,ON,--,199,--,13.81,--,ON,"Virar Police Station, Vartak Ward, Virar West, Virar, Maharashtra (SW)"
